PLZ,Bestimmungsort,OKZ,Ortschaft,GEMNR,GEMNAM
9345,Albeck,544,Leßnitz,21001,Albeck
9345,Glödnitz,1309,Hohenwurz,20506,Glödnitz
9345,Glödnitz,1313,Lassenberg,20506,Glödnitz
9345,Glödnitz,1362,Altenmarkt,20506,Glödnitz
9345,Glödnitz,1429,Kleinglödnitz,20506,Glödnitz
9345,Glödnitz,1439,Zauchwinkel,20506,Glödnitz
9345,Weitensfeld im Gurktal,1748,Altenmarkt,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1750,Braunsberg,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1761,Kaindorf,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1762,Kleinglödnitz,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1768,Mödritsch,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1773,Reinsberg,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1776,Steindorf,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1778,Tschriet,20531,Weitensfeld im Gurktal
9345,Weitensfeld im Gurktal,1784,Zauchwinkel,20531,Weitensfeld im Gurktal
9346,Glödnitz,1303,Bach,20506,Glödnitz
9346,Glödnitz,1304,Brenitz,20506,Glödnitz
9346,Glödnitz,1305,Eden,20506,Glödnitz
9346,Glödnitz,1306,Flattnitz,20506,Glödnitz
9346,Glödnitz,1307,Glödnitz,20506,Glödnitz
9346,Glödnitz,1308,Grai,20506,Glödnitz
9346,Glödnitz,1310,Jauernig,20506,Glödnitz
9346,Glödnitz,1312,Laas,20506,Glödnitz
9346,Glödnitz,1313,Lassenberg,20506,Glödnitz
9346,Glödnitz,1314,Moos,20506,Glödnitz
9346,Glödnitz,1315,Rain,20506,Glödnitz
9346,Glödnitz,1316,Schattseite,20506,Glödnitz
9346,Glödnitz,1317,Torf,20506,Glödnitz
9346,Glödnitz,1318,Tschröschen,20506,Glödnitz
9346,Glödnitz,1319,Weißberg,20506,Glödnitz
9360,Friesach,1297,Dörfl,20505,Friesach
9360,Friesach,1298,Engelsdorf,20505,Friesach
9360,Friesach,1299,Friesach,20505,Friesach
9360,Friesach,1300,Grafendorf,20505,Friesach
9360,Friesach,1301,Olsa,20505,Friesach
9360,Friesach,1629,Guldendorf,20505,Friesach
9360,Friesach,1634,Judendorf,20505,Friesach
9360,Friesach,1639,Reisenberg,20505,Friesach
9360,Friesach,1800,Dobritsch,20505,Friesach
9360,Friesach,1801,Gaisberg,20505,Friesach
9360,Friesach,1802,Gundersdorf,20505,Friesach
9360,Friesach,1803,Harold,20505,Friesach
9360,Friesach,1804,Hartmannsdorf,20505,Friesach
9360,Friesach,1806,Kräuping,20505,Friesach
9360,Friesach,1807,Oberdorf II,20505,Friesach
9360,Friesach,1808,Pabenberg,20505,Friesach
9360,Friesach,1809,Sattelbogen,20505,Friesach
9360,Friesach,1810,Schwall,20505,Friesach
9360,Friesach,1811,Silbermann,20505,Friesach
9360,Friesach,1812,Wagendorf,20505,Friesach
9360,Friesach,1813,Wiegen,20505,Friesach
9360,Friesach,1814,Zeltschach,20505,Friesach
9360,Friesach,1815,Zeltschachberg,20505,Friesach
9360,Guttaring,1337,Dobritsch,20509,Guttaring
9360,Guttaring,1340,Guttaringberg,20509,Guttaring
9360,Micheldorf,1530,Gulitzen,20519,Micheldorf
9360,Micheldorf,1532,Lorenzenberg,20519,Micheldorf
9360,Micheldorf,1536,Schödendorf,20519,Micheldorf
9360,Neumarkt in der Steiermark,15984,Dürnstein in der Steiermark,61439,Neumarkt in der Steiermark
9361,Friesach,1630,Gunzenberg,20505,Friesach
9361,Friesach,1631,Gwerz,20505,Friesach
9361,Friesach,1632,Hundsdorf,20505,Friesach
9361,Friesach,1633,Ingolsthal,20505,Friesach
9361,Friesach,1635,Leimersberg,20505,Friesach
9361,Friesach,1636,Mayerhofen,20505,Friesach
9361,Friesach,1637,Moserwinkl,20505,Friesach
9361,Friesach,1638,Oberdorf I,20505,Friesach
9361,Friesach,1639,Reisenberg,20505,Friesach
9361,Friesach,1640,Roßbach,20505,Friesach
9361,Friesach,1641,St. Johann,20505,Friesach
9361,Friesach,1643,St. Stefan,20505,Friesach
9361,Friesach,1644,Schratzbach,20505,Friesach
9361,Friesach,1645,Staudachhof,20505,Friesach
9361,Friesach,1646,Stegsdorf,20505,Friesach
9361,Friesach,1647,Timrian,20505,Friesach
9361,Friesach,1648,Wels,20505,Friesach
9361,Friesach,1649,Wiesen,20505,Friesach
9361,Friesach,1650,Zienitzen,20505,Friesach
9361,Friesach,1651,Zmuck,20505,Friesach
9361,St. Salvator,1642,St. Salvator,20505,Friesach
9362,Metnitz,1321,Feistritz,20518,Metnitz
9362,Metnitz,1322,Grades,20518,Metnitz
9362,Metnitz,1326,Schnatten,20518,Metnitz
9362,Metnitz,1527,Zwatzhof,20518,Metnitz
9362,Metnitz,1805,Marienheim,20518,Metnitz
9363,Metnitz,1323,Maria Höfl,20518,Metnitz
9363,Metnitz,1324,Mödring,20518,Metnitz
9363,Metnitz,1325,Oberhof Schattseite,20518,Metnitz
9363,Metnitz,1327,Vellach,20518,Metnitz
9363,Metnitz,1514,Auen,20518,Metnitz
9363,Metnitz,1515,Felfernigthal,20518,Metnitz
9363,Metnitz,1516,Klachl,20518,Metnitz
9363,Metnitz,1518,Metnitz,20518,Metnitz
9363,Metnitz,1519,Oberalpe,20518,Metnitz
9363,Metnitz,1520,Oberhof Sonnseite,20518,Metnitz
9363,Metnitz,1521,Preining,20518,Metnitz
9363,Metnitz,1522,Schwarzenbach,20518,Metnitz
9363,Metnitz,1523,Teichl,20518,Metnitz
9363,Metnitz,1524,Unteralpe,20518,Metnitz
9363,Metnitz,1525,Wöbring,20518,Metnitz
9371,Brückl,1242,Brückl,20502,Brückl
9371,Brückl,1244,Eppersdorf,20502,Brückl
9371,Brückl,1245,Hart,20502,Brückl
9371,Brückl,1246,Hausdorf,20502,Brückl
9371,Brückl,1247,Johannserberg,20502,Brückl
9371,Brückl,1248,Krainberg,20502,Brückl
9371,Brückl,1250,Labegg,20502,Brückl
9371,Brückl,1251,Michaelerberg,20502,Brückl
9371,Brückl,1252,Oberkrähwald,20502,Brückl
9371,Brückl,1254,Pirkach,20502,Brückl
9371,Brückl,1255,Salchendorf,20502,Brückl
9371,Brückl,1257,St. Gregorn,20502,Brückl
9371,Brückl,1258,St. Ulrich am Johannserberg,20502,Brückl
9371,Brückl,1259,Schmieddorf,20502,Brückl
9371,Brückl,1260,Selesen,20502,Brückl
9371,Brückl,1261,Tschutta,20502,Brückl
9371,Eberstein,1296,St. Walburgen,20504,Eberstein
9371,Völkermarkt,2902,Klein St. Veit,20817,Völkermarkt
9371,Völkermarkt,2916,Reisdorf,20817,Völkermarkt
9372,Eberstein,1287,Baumgarten,20504,Eberstein
9372,Eberstein,1288,Eberstein,20504,Eberstein
9372,Eberstein,1289,Gutschen,20504,Eberstein
9372,Eberstein,1290,Hochfeistritz,20504,Eberstein
9372,Eberstein,1291,Kaltenberg,20504,Eberstein
9372,Eberstein,1292,Kulm,20504,Eberstein
9372,Eberstein,1293,Mirnig,20504,Eberstein
9372,Eberstein,1295,St. Oswald,20504,Eberstein
9372,Eberstein,1296,St. Walburgen,20504,Eberstein
9372,Klein St. Paul,1438,Klein St. Paul,20513,Klein St. Paul
9372,Klein St. Paul,1440,Prailing,20513,Klein St. Paul
9372,Klein St. Paul,1441,Sittenberg,20513,Klein St. Paul
9373,Kappel am Krappfeld,1422,Rattenberg,20512,Kappel am Krappfeld
9373,Kappel am Krappfeld,1423,St. Florian,20512,Kappel am Krappfeld
9373,Klein St. Paul,1436,Filfing,20513,Klein St. Paul
9373,Klein St. Paul,1438,Klein St. Paul,20513,Klein St. Paul
9373,Klein St. Paul,1440,Prailing,20513,Klein St. Paul
9373,Klein St. Paul,1441,Sittenberg,20513,Klein St. Paul
9373,Klein St. Paul,1443,Wietersdorf,20513,Klein St. Paul
9374,Guttaring,1350,Schelmberg,20509,Guttaring
9374,Klein St. Paul,1437,Grünburg,20513,Klein St. Paul
9374,Klein St. Paul,1786,Buch,20513,Klein St. Paul
9374,Klein St. Paul,1787,Drattrum,20513,Klein St. Paul
9374,Klein St. Paul,1788,Dullberg,20513,Klein St. Paul
9374,Klein St. Paul,1790,Kirchberg,20513,Klein St. Paul
9374,Klein St. Paul,1791,Kitschdorf,20513,Klein St. Paul
9374,Klein St. Paul,1793,Mösel,20513,Klein St. Paul
9374,Klein St. Paul,1794,Oberwietingberg,20513,Klein St. Paul
9374,Klein St. Paul,1795,Raffelsdorf,20513,Klein St. Paul
9374,Klein St. Paul,1796,Unterwietingberg,20513,Klein St. Paul
9374,Klein St. Paul,1799,Wieting,20513,Klein St. Paul
9374,Klein St. Paul,17373,Müllergraben,20513,Klein St. Paul
9375,Friesach,1800,Dobritsch,20505,Friesach
9375,Guttaring,1334,Baierberg,20509,Guttaring
9375,Guttaring,1338,Gobertal,20509,Guttaring
9375,Guttaring,1341,Höffern,20509,Guttaring
9375,Guttaring,1347,Ratteingraben,20509,Guttaring
9375,Guttaring,1349,Schalkendorf,20509,Guttaring
9375,Guttaring,1356,Waitschach,20509,Guttaring
9375,Hüttenberg,1353,Unterwald,20511,Hüttenberg
9375,Hüttenberg,1387,Gobertal,20511,Hüttenberg
9375,Hüttenberg,1389,Heft,20511,Hüttenberg
9375,Hüttenberg,1390,Hüttenberg,20511,Hüttenberg
9375,Hüttenberg,1391,Hüttenberg Land,20511,Hüttenberg
9375,Hüttenberg,1625,St. Johann am Pressen,20511,Hüttenberg
9375,Hüttenberg,1626,Zosen,20511,Hüttenberg
9375,Hüttenberg,1627,St. Martin am Silberberg,20511,Hüttenberg
9375,Hüttenberg,17302,Waitschach,20511,Hüttenberg
9376,Hüttenberg,1386,Andreaskreuz,20511,Hüttenberg
9376,Hüttenberg,1388,Gossen,20511,Hüttenberg
9376,Hüttenberg,1392,Jouschitzen,20511,Hüttenberg
9376,Hüttenberg,1394,Lichtegg,20511,Hüttenberg
9376,Hüttenberg,1395,Obersemlach,20511,Hüttenberg
9376,Hüttenberg,1625,St. Johann am Pressen,20511,Hüttenberg
9376,Knappenberg,1393,Knappenberg,20511,Hüttenberg
9400,Frantschach-St. Gertraud,2977,Hintergumitsch,20905,Frantschach-St. Gertraud
9400,Frantschach-St. Gertraud,17367,Zellach,20905,Frantschach-St. Gertraud
9400,Wolfsberg,2993,Wölling,20923,Wolfsberg
9400,Wolfsberg,3074,St. Thomas,20923,Wolfsberg
9400,Wolfsberg,3082,Pfaffendorf,20923,Wolfsberg
9400,Wolfsberg,3084,Raggl,20923,Wolfsberg
9400,Wolfsberg,3086,Unterleidenberg,20923,Wolfsberg
9400,Wolfsberg,3091,Hattendorf,20923,Wolfsberg
9400,Wolfsberg,3123,St. Johann,20923,Wolfsberg
9400,Wolfsberg,3126,Vordergumitsch,20923,Wolfsberg
9400,Wolfsberg,3138,Auen,20923,Wolfsberg
9400,Wolfsberg,3139,Gries,20923,Wolfsberg
9400,Wolfsberg,3140,Priel,20923,Wolfsberg
9400,Wolfsberg,3141,Reding,20923,Wolfsberg
9400,Wolfsberg,3142,Ritzing,20923,Wolfsberg
9400,Wolfsberg,3143,St. Jakob,20923,Wolfsberg
9400,Wolfsberg,3144,Schleifen,20923,Wolfsberg
9400,Wolfsberg,3145,Schoßbach,20923,Wolfsberg
9400,Wolfsberg,3146,Schwemmtratten,20923,Wolfsberg
9400,Wolfsberg,3147,Wolfsberg,20923,Wolfsberg
9400,Wolfsberg,17339,Gräbern,20923,Wolfsberg
9400,Wolfsberg,17341,Prebl,20923,Wolfsberg
9400,Wolfsberg,17349,Kleinedling,20923,Wolfsberg
9411,St. Michael,3096,St. Michael,20923,Wolfsberg
9411,Wolfsberg,3068,Aichberg,20923,Wolfsberg
9411,Wolfsberg,3076,Thürn,20923,Wolfsberg
9411,Wolfsberg,3079,Forst,20923,Wolfsberg
9411,Wolfsberg,3087,Altendorf,20923,Wolfsberg
9411,Wolfsberg,3088,Arling,20923,Wolfsberg
9411,Wolfsberg,3089,Eselsdorf,20923,Wolfsberg
9411,Wolfsberg,3091,Hattendorf,20923,Wolfsberg
9411,Wolfsberg,3092,Kötsch,20923,Wolfsberg
9411,Wolfsberg,3093,Lading,20923,Wolfsberg
9411,Wolfsberg,3094,Lausing,20923,Wolfsberg
9411,Wolfsberg,3095,Pollheim,20923,Wolfsberg
9411,Wolfsberg,3097,Witra,20923,Wolfsberg
9412,St. Margarethen/Lavanttal,3085,St. Margarethen im Lavanttal,20923,Wolfsberg
9412,Wolfsberg,3079,Forst,20923,Wolfsberg
9412,Wolfsberg,3080,Leiwald,20923,Wolfsberg
9412,Wolfsberg,3081,Oberleidenberg,20923,Wolfsberg
9412,Wolfsberg,3082,Pfaffendorf,20923,Wolfsberg
9412,Wolfsberg,3083,Preims,20923,Wolfsberg
9412,Wolfsberg,3084,Raggl,20923,Wolfsberg
9412,Wolfsberg,3086,Unterleidenberg,20923,Wolfsberg
9412,Wolfsberg,3088,Arling,20923,Wolfsberg
9413,Frantschach-St. Gertraud,2976,Frantschach,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2977,Hintergumitsch,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2978,Hinterwölch,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2979,Kaltstuben,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2980,Kamp,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2981,Kamperkogel,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2982,Limberg,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2983,Obergösel,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2984,Praken,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2986,Trum-und Prössinggraben,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2987,Untergösel,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2988,Vorderlimberg,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,2989,Vorderwölch,20905,Frantschach-St. Gertraud
9413,Frantschach-St. Gertraud,17367,Zellach,20905,Frantschach-St. Gertraud
9413,St. Gertraud,2985,St. Gertraud,20905,Frantschach-St. Gertraud
9413,Wolfsberg,3136,Vordertheißenegg,20923,Wolfsberg
9413,Wolfsberg,3138,Auen,20923,Wolfsberg
9413,Wolfsberg,17339,Gräbern,20923,Wolfsberg
9421,Eitweg,2941,Eitweg,20913,St. Andrä
9421,St. Andrä,2942,Gemmersdorf,20913,St. Andrä
9421,St. Andrä,2943,Goding,20913,St. Andrä
9421,St. Andrä,2944,Hainsdorf,20913,St. Andrä
9421,St. Andrä,2947,Mosern,20913,St. Andrä
9421,St. Andrä,2948,Obereberndorf,20913,St. Andrä
9421,St. Andrä,2949,St. Ulrich,20913,St. Andrä
9421,Wolfsberg,3112,Hartelsberg,20923,Wolfsberg
9421,Wolfsberg,3113,Hartneidstein,20923,Wolfsberg
4351,Saxen,10256,Patzenhof,41123,Saxen
4351,Saxen,10257,Reitberg,41123,Saxen
4351,Saxen,10258,Saxen,41123,Saxen
4351,Saxen,10259,Saxendorf,41123,Saxen
4351,Saxen,10260,Wetzelsdorf,41123,Saxen
4351,Saxen,17600,Eizenau,41123,Saxen
4351,Saxen,17601,Gewerbepark,41123,Saxen
4351,Saxen,17602,Solarpark,41123,Saxen
4352,Bad Kreuzen,10077,Innernstein,41108,Bad Kreuzen
4352,Bad Kreuzen,10086,Oberkalmberg,41108,Bad Kreuzen
4352,Bad Kreuzen,10091,Untergaisberg,41108,Bad Kreuzen
4352,Klam,10068,Achatzberg,41107,Klam
4352,Klam,10069,Gauning,41107,Klam
4352,Klam,10070,Klam,41107,Klam
4352,Klam,10071,Letten,41107,Klam
4352,Klam,10072,Linden,41107,Klam
4352,Klam,10073,Niederkalmberg,41107,Klam
4352,Klam,10074,Oberhörnbach,41107,Klam
4352,Klam,10075,Sperken,41107,Klam
4352,Klam,10076,Unterhörnbach,41107,Klam
4352,Münzbach,10139,Obergaisberg,41113,Münzbach
4352,Münzbach,10144,Untergaisberg,41113,Münzbach
4352,Saxen,10254,Letten,41123,Saxen
4360,Bad Kreuzen,10087,Panholz,41108,Bad Kreuzen
4360,Bad Kreuzen,10088,Schönfichten,41108,Bad Kreuzen
4360,Bad Kreuzen,10093,Würzenberg,41108,Bad Kreuzen
4360,Grein,10049,Dornach,41105,Grein
4360,Grein,10050,Grein,41105,Grein
4360,Grein,10051,Greinburg,41105,Grein
4360,Grein,10052,Herdmann,41105,Grein
4360,Grein,10053,Lehen,41105,Grein
4360,Grein,10054,Lettental,41105,Grein
4360,Grein,10055,Oberbergen,41105,Grein
4360,Grein,10056,Panholz,41105,Grein
4360,Grein,10057,Ufer,41105,Grein
4360,Grein,10058,Würzenberg,41105,Grein
4360,Waldhausen im Strudengau,10274,Dörfl,41125,Waldhausen im Strudengau
4362,Bad Kreuzen,10078,Klaus,41108,Bad Kreuzen
4362,Bad Kreuzen,10079,Kollroßdorf,41108,Bad Kreuzen
4362,Bad Kreuzen,10080,Bad Kreuzen,41108,Bad Kreuzen
4362,Bad Kreuzen,10081,Lehen,41108,Bad Kreuzen
4362,Bad Kreuzen,10082,Mitterdörfl,41108,Bad Kreuzen
4362,Bad Kreuzen,10083,Neuaigen,41108,Bad Kreuzen
4362,Bad Kreuzen,10084,Oberdörfl,41108,Bad Kreuzen
4362,Bad Kreuzen,10085,Obereisendorf,41108,Bad Kreuzen
4362,Bad Kreuzen,10086,Oberkalmberg,41108,Bad Kreuzen
4362,Bad Kreuzen,10088,Schönfichten,41108,Bad Kreuzen
4362,Bad Kreuzen,10089,Thomastal,41108,Bad Kreuzen
4362,Bad Kreuzen,10090,Unterdörfl,41108,Bad Kreuzen
4362,Bad Kreuzen,10092,Wetzelstein,41108,Bad Kreuzen
4362,Bad Kreuzen,10093,Würzenberg,41108,Bad Kreuzen
4362,Bad Kreuzen,12279,Kühweid,41108,Bad Kreuzen
4362,Pabneukirchen,10174,Thomastal,41115,Pabneukirchen
4362,Sankt Thomas am Blasenstein,10244,Thomasreit,41122,Sankt Thomas am Blasenstein
4362,Sankt Thomas am Blasenstein,10245,Thomastal,41122,Sankt Thomas am Blasenstein
4363,Pabneukirchen,1188,Markt-Süd,41115,Pabneukirchen
4363,Pabneukirchen,10164,Henndorf,41115,Pabneukirchen
4363,Pabneukirchen,10165,Mitter-Pabneukirchen,41115,Pabneukirchen
4363,Pabneukirchen,10166,Neudorf,41115,Pabneukirchen
4363,Pabneukirchen,10167,Nieder-Schreineredt,41115,Pabneukirchen
4363,Pabneukirchen,10168,Ober-Eisendorf,41115,Pabneukirchen
4363,Pabneukirchen,10169,Ober-Pabneukirchen,41115,Pabneukirchen
4363,Pabneukirchen,10170,Pabneukirchen,41115,Pabneukirchen
4363,Pabneukirchen,10171,Riedersdorf,41115,Pabneukirchen
4363,Pabneukirchen,10172,Schreineredt,41115,Pabneukirchen
4363,Pabneukirchen,10174,Thomastal,41115,Pabneukirchen
4363,Pabneukirchen,10175,Unter-Eisendorf,41115,Pabneukirchen
4363,Pabneukirchen,10176,Unter-Pabneukirchen,41115,Pabneukirchen
4363,Pabneukirchen,10178,Wetzelsberg,41115,Pabneukirchen
4363,Pabneukirchen,17546,Sonnleitn,41115,Pabneukirchen
4363,Sankt Thomas am Blasenstein,10246,Untermaseldorf,41122,Sankt Thomas am Blasenstein
4364,Markt,17697,Markt,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,10238,Großmaseldorf,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,10239,Kleinmaseldorf,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,10240,Mitter Sankt Thomas,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,10241,Ober Sankt Thomas,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,10244,Thomasreit,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,10246,Untermaseldorf,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,10247,Unter Sankt Thomas,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,17702,Kirchenweg,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,17703,Teichsiedlung,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,17704,Am Sonnenhang,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,17705,Bergweg,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,17706,Schulstraße,41122,Sankt Thomas am Blasenstein
4364,Sankt Thomas am Blasenstein,17707,Panoramaweg,41122,Sankt Thomas am Blasenstein
4371,Dimbach,10042,Dimbach,41104,Dimbach
4371,Dimbach,10043,Dimbachreith,41104,Dimbach
4371,Dimbach,10044,Gassen,41104,Dimbach
4371,Dimbach,10045,Großerlau,41104,Dimbach
4371,Dimbach,10046,Hornberg,41104,Dimbach
4371,Dimbach,10047,Kleinerlau,41104,Dimbach
4371,Dimbach,10048,Vorderdimbach,41104,Dimbach
4371,Pabneukirchen,10163,Großerlau,41115,Pabneukirchen
4371,Sankt Georgen am Walde,10220,Großerlau,41119,Sankt Georgen am Walde
4372,Altmelon,6925,Kronberg,32519,Altmelon
4372,Altmelon,6927,Marchstein,32519,Altmelon
4372,Pabneukirchen,10164,Henndorf,41115,Pabneukirchen
4372,Pabneukirchen,10177,Unter-Sankt Georgen,41115,Pabneukirchen
4372,Sankt Georgen am Walde,10219,Ebenedt,41119,Sankt Georgen am Walde
4372,Sankt Georgen am Walde,10221,Haruckstein,41119,Sankt Georgen am Walde
4372,Sankt Georgen am Walde,10222,Henndorf,41119,Sankt Georgen am Walde
4372,Sankt Georgen am Walde,10223,Linden,41119,Sankt Georgen am Walde
4372,Sankt Georgen am Walde,10224,Ober Sankt Georgen,41119,Sankt Georgen am Walde
4372,Sankt Georgen am Walde,10225,Ottenschlag,41119,Sankt Georgen am Walde
4372,Sankt Georgen am Walde,10226,Unter Sankt Georgen,41119,Sankt Georgen am Walde
4372,Sankt Georgen am Walde,17640,Sankt Georgen am Walde,41119,Sankt Georgen am Walde
4381,Grein,10050,Grein,41105,Grein
4381,Sankt Nikola an der Donau,10231,Achleiten,41121,Sankt Nikola an der Donau
4381,Sankt Nikola an der Donau,10233,Moosbach,41121,Sankt Nikola an der Donau
4381,Sankt Nikola an der Donau,10234,Sankt Nikola an der Donau,41121,Sankt Nikola an der Donau
4381,Sankt Nikola an der Donau,10236,Sattl,41121,Sankt Nikola an der Donau
4381,Sankt Nikola an der Donau,10237,Struden,41121,Sankt Nikola an der Donau
4382,Sankt Nikola an der Donau,10232,Hirschenau,41121,Sankt Nikola an der Donau
4382,Sankt Nikola an der Donau,10235,Sarmingstein,41121,Sankt Nikola an der Donau
4382,Sankt Nikola an der Donau,10236,Sattl,41121,Sankt Nikola an der Donau
4382,Waldhausen im Strudengau,10276,Gloxwald,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10273,Dendlreith,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10274,Dörfl,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10275,Ettenberg,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10276,Gloxwald,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10277,Handberg,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10278,Sattlgai,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10279,Schloßberg,41125,Waldhausen im Strudengau
4391,Waldhausen im Strudengau,10280,Waldhausen im Strudengau,41125,Waldhausen im Strudengau
4392,Dorfstetten,4529,Forstamt,31506,Dorfstetten
4392,Dorfstetten,4530,Wimbergeramt,31506,Dorfstetten
4392,Waldhausen im Strudengau,10273,Dendlreith,41125,Waldhausen im Strudengau
4400,Garsten,1885,Garsten Nord,41506,Garsten
4400,Garsten,11912,Christkindl,41506,Garsten
4400,Garsten,11913,Garsten,41506,Garsten
4400,Garsten,11919,Pergern,41506,Garsten
4400,Garsten,11921,Rosenegg,41506,Garsten
4400,Garsten,11922,Saaß,41506,Garsten
4400,Garsten,11924,Sarning,41506,Garsten
4400,Garsten,11927,Tinsting,41506,Garsten
4400,Kleinraming,11966,Kleinraming,41514,Sankt Ulrich bei Steyr
4400,Sankt Ulrich bei Steyr,11963,Gmain,41514,Sankt Ulrich bei Steyr
4400,Sankt Ulrich bei Steyr,11967,Sankt Ulrich bei Steyr,41514,Sankt Ulrich bei Steyr
4400,Sankt Ulrich bei Steyr,11969,Unterwald,41514,Sankt Ulrich bei Steyr
4400,Steyr,7079,Steyr,40201,Steyr
4407,Dietach,11898,Dietach,41504,Dietach
4407,Dietach,11899,Dietachdorf,41504,Dietach
4407,Dietach,11900,Stadlkirchen,41504,Dietach
4407,Dietach,11901,Thann,41504,Dietach
4407,Dietach,11902,Winkling,41504,Dietach
4407,Steyr,7079,Steyr,40201,Steyr
4421,Aschach an der Steyr,11889,Aschach an der Steyr,41502,Aschach an der Steyr
4421,Aschach an der Steyr,11890,Haagen,41502,Aschach an der Steyr
4421,Aschach an der Steyr,11891,Mitteregg,41502,Aschach an der Steyr
4421,Aschach an der Steyr,11892,Saaß,41502,Aschach an der Steyr
4421,Steinbach an der Steyr,9770,Pieslwang,40920,Steinbach an der Steyr
4431,Haidershofen,3217,Brunnhof,30515,Haidershofen
4431,Haidershofen,3218,Dorf an der Enns,30515,Haidershofen
4431,Haidershofen,3219,Haidershofen,30515,Haidershofen
4431,Haidershofen,3220,Sträußl,30515,Haidershofen
4431,Haidershofen,3221,Tröstlberg,30515,Haidershofen
4431,Haidershofen,3222,Vestenthal,30515,Haidershofen
4432,Ernsthofen,17801,Ernsthofen,30509,Ernsthofen
4441,Behamberg,3188,Badhof,30506,Behamberg
4441,Behamberg,3189,Penz,30506,Behamberg
4441,Behamberg,3190,Ramingdorf,30506,Behamberg
4441,Behamberg,3191,Wanzenöd,30506,Behamberg
4442,Kleinraming,11966,Kleinraming,41514,Sankt Ulrich bei Steyr
4442,Maria Neustift,11946,Maria Neustift,41510,Maria Neustift
4442,Sankt Ulrich bei Steyr,11962,Ebersegg,41514,Sankt Ulrich bei Steyr
4442,Sankt Ulrich bei Steyr,11963,Gmain,41514,Sankt Ulrich bei Steyr
4442,Sankt Ulrich bei Steyr,11965,Kohlergraben,41514,Sankt Ulrich bei Steyr
4442,Sankt Ulrich bei Steyr,11969,Unterwald,41514,Sankt Ulrich bei Steyr
4442,St. Peter in der Au,3285,Kürnberg,30530,St. Peter in der Au
4443,Großraming,11934,Neustiftgraben,41507,Großraming
4443,Maria Neustift,11946,Maria Neustift,41510,Maria Neustift
4443,Sankt Ulrich bei Steyr,11962,Ebersegg,41514,Sankt Ulrich bei Steyr
4443,St. Peter in der Au,3284,Hohenreith,30530,St. Peter in der Au
4451,Garsten,11911,Buchholz,41506,Garsten
4451,Garsten,11913,Garsten,41506,Garsten
4451,Garsten,11914,Kraxental,41506,Garsten
4451,Garsten,11915,Lahrndorf,41506,Garsten
4451,Garsten,11916,Mühlbach,41506,Garsten
4451,Garsten,11917,Mühlbachgraben,41506,Garsten
4451,Garsten,11918,Oberdambach,41506,Garsten
4451,Garsten,11920,Pesendorf,41506,Garsten
4451,Garsten,11922,Saaß,41506,Garsten
4451,Garsten,11923,Sand,41506,Garsten
